naam,invalshoeken,objectnummer,niveau van ontsluiting,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,foto-overleg,beelden klaar,staat te ontsluiten beeld op de R-schijf in groot formaat?,naam beeld(en),te contacteren vervaardigers voor rechten,toestemming auteursrecht,attributie,publicatie op ldes (via europeana),publicatie op erfgoedinzicht,opmerkingen
Pieter,legaat Havermans,1987-0985_23-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_23-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_24-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_24-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_25-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_25-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_26-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_26-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_27-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_27-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_28-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_28-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_29-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_29-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_30-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_30-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_31-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_31-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_32-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_32-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_33-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_33-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_34-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_34-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_35-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_35-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_36-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_36-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_37-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_37-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_38-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_38-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_39-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_39-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_40-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_40-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_41-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_41-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_42-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_42-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_43-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_43-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_44-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_44-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_45-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_45-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_46-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_46-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_47-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_47-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_48-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_48-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_49-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_49-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_50-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_50-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_51-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_51-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_52-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_52-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_53-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_53-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_54-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_54-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_55-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_55-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_56-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_56-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_57-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_57-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_58-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_58-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_59-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_59-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_60-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_60-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_61-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_61-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_62-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_62-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_63-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_63-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_64-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_64-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_65-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_65-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_66-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_66-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_67-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_67-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_68-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_68-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_69-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_69-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_70-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_70-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_71-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_71-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_72-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_72-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_73-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_73-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_74-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_74-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_75-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_75-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_76-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_76-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_77-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_77-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_78-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_78-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_79-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_79-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_80-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_80-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_81-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_81-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_82-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_82-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_83-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_83-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_84-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_84-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_85-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_85-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_86-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_86-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_87-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_87-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_88-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_88-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0985_89-89,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0985_89-89,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0986_0-2,set,publiek,ok,,,ok,ok,1987-0986_0-2$1,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-13,ok 2022-09-13,
Pieter,legaat Havermans,1987-0986_1-2,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0986_1-2$1,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-13,nvt,
Pieter,legaat Havermans,1987-0986_2-2,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0986_2-2,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-13,nvt,
Pieter,legaat Havermans,1987-0992_00-11,set,publiek,ok,,,ok,ok,1987-0992_00-11$1,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,ok 2022-09-23,
Pieter,legaat Havermans,1987-0992_01-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_01-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_02-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_02-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_03-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_03-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_04-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_04-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_05-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_05-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_06-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_06-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_07-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_07-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_08-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_08-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_09-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_09-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_10-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_10-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0992_11-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0992_11-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_00-19,set,publiek,ok,,,ok,ok,1987-0993_00-19$1,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,ok 2022-09-23,
Pieter,legaat Havermans,1987-0993_01-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_01-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_02-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_02-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_03-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_03-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_04-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_04-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_05-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_05-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_06-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_06-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_07-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_07-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_08-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_08-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_09-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_09-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_10-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_10-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_11-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_11-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_12-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_12-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_13-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_13-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_14-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_14-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_15-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_15-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_16-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_16-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_17-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_17-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_18-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_18-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0993_19-19,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0993_19-19,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-23,nvt,
Pieter,legaat Havermans,1987-0994_00-11,set,publiek,ok,,,ok,ok,1987-0994_00-11$1,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,ok 2022-09-12,
Pieter,legaat Havermans,1987-0994_01-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_01-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_02-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_02-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_03-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_03-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_04-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_04-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_05-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_05-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_06-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_06-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_07-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_07-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_08-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_08-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_09-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_09-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_10-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_10-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0994_11-11,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0994_11-11,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0995_0-2,set,publiek,ok,,,ok,ok,1987-0995_0-2$1,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,ok 2022-09-12,
Pieter,legaat Havermans,1987-0995_1-2,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0995_1-2,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0995_2-2,enkelvoudig object,niet-publiek,ok,,,ok,ok,1987-0995_2-2,"de Bazel, Karel Petrus Cornelis*Glasfabriek Leerdam",ok,,ok 2022-09-12,nvt,
Pieter,legaat Havermans,1987-0961_0-2,enkelvoudig object,publiek,ok,,,ok,ok,1987-0961_0-2$1,"De Lorm, Cornelis*Glasfabriek Leerdam",ok,,ok 2023-01-10,ok 2023-01-10,
Pieter,legaat Havermans,1987-0961_1-2,deel,niet-publiek,ok,,,ok,ok,1987-0961_1-2,"De Lorm, Cornelis*Glasfabriek Leerdam",ok,,ok 2023-01-10,nvt,
Pieter,legaat Havermans,1987-0961_2-2,deel,niet-publiek,ok,,,ok,ok,1987-0961_2-2,"De Lorm, Cornelis*Glasfabriek Leerdam",ok,,ok 2023-01-10,nvt,
Pieter,legaat Havermans,1987-1000_0-2,enkelvoudig object,publiek,ok,,,ok,ok,1987-1000_0-2$1,"De Lorm, Cornelis*Glasfabriek Leerdam",ok,,ok 2023-01-10,ok 2023-01-10,
Pieter,legaat Havermans,1987-1000_1-2,deel,niet-publiek,ok,,,ok,ok,1987-1000_1-2,"De Lorm, Cornelis*Glasfabriek Leerdam",ok,,ok 2023-01-10,nvt,
Pieter,legaat Havermans,1987-1000_2-2,deel,niet-publiek,ok,,,ok,ok,1987-1000_2-2,"De Lorm, Cornelis*Glasfabriek Leerdam",ok,,ok 2023-01-10,nvt,
Pieter,legaat Havermans,1987-1001_0-3,set,publiek,ok,,,ok,ok,1987-1001_0-3,"De Lorm, Cornelis*Glasfabriek Leerdam",ok,,ok 2023-01-10,ok 2023-01-10,
